,position
387,2.5898432777829705
388,0.2135083466602004
389,0.9523437647602212
390,0.494733583648603
391,0.06964096238564202
392,1.3100046301510628
393,0.1376475013624392
394,1.4711808739105567
395,0.4851563151030971
396,1.6106852083553589
397,0.4859608681837346
398,0.23743196768097485
399,0.32597173982762906
400,0.6328212489466395
401,1.448194446603776
402,0.822504294144204
403,0.37200090280207726
404,2.074706000636524
405,0.1578421716681622
406,1.7416540499908668
407,1.665415194273746
408,0.6290100033313148
409,0.2069717926028646
410,0.40286976217108467
411,0.08147919188520408
412,0.22837793641826767
413,0.23656950738603
414,0.14730303507550196
415,0.9830058863712159
416,3.596158112627646
417,1.5155145309529467
418,0.8721293683624514
419,0.026983837440446523
420,0.30773590926539285
421,1.7993448933684053
422,2.1155988670471175
423,0.5112971051446373
424,0.2505135197462096
425,0.993050663452173
426,5.126108714027913
427,1.5653281508836472
428,0.03688106659056667
429,0.6372388488093305
430,0.10895746119431454
431,0.5797539830681309
432,2.027548610207099
433,0.20305401055139743
434,0.0625253056444932
435,3.2089275939099062
436,3.370274637440225
437,0.42829581607219963
438,2.116663417403557
439,0.108943454795567
440,0.5214521308606969
441,0.19626328225322753
442,0.6440281920521664
443,1.4689948855636619
444,0.6009108533543384
445,1.501772640596442
446,0.9302208191907443
447,0.06306458766644925
448,0.9992171822874716
449,0.6114371707499026
450,1.1410286145287734
451,0.9887981785924308
452,1.9920879030125238
453,0.05278570017641472
454,2.4255880927085616
455,1.4928903873332944
456,2.5316186946096093
457,4.442017124757915
458,2.766900425127545
459,0.6371467665790035
460,1.3473497317650531
461,0.2687482681676822
462,0.5814507141926915
463,0.7123263327268085
464,0.11754065515231918
465,3.1774971235089553
466,1.083732815900358
467,0.19451522999165383
468,0.48045068308750194
469,1.0015062513741348
470,0.5912554678694406
471,1.235441734656107
472,0.14911848015217313
473,0.753464355964889
474,0.9346080374206762
475,0.4659726011013984
476,0.7992144475435278
477,0.2582967317139015
478,0.34264989976006643
479,0.408096143635063
480,1.3914151058937183
481,0.3203698131832252
482,0.5717182966512548
483,2.4905314553144238
484,0.015720492243690473
485,1.5893618185527865
486,1.540857251020938
487,0.45172576204213055
488,3.4962675092088418
489,0.8214909046342118
490,1.2367881555151468
491,0.6253098493048801
492,0.9515373494799783
493,1.713594353190374
494,2.143343957066484
495,1.1608496744945604
496,0.1307587599300867
497,0.075252448544255
498,0.466837583674475
499,1.81988895587036
500,4.781239883176482
501,0.033323036892022526
502,0.012007236838444353
503,0.20426288477463342
504,0.9738022439511048
505,0.42241863957793796
506,0.5720738178712426
507,0.9248125177491405
508,1.2578494077250857
509,0.3656335972319412
510,0.45506645981618304
511,2.2059260621927352
512,0.04795219159645897
513,1.4101008018496062
514,0.30226390013248866
515,2.417894347768009
516,1.3675721312069087
517,1.647525600705779
518,0.4062340039456008
519,0.05562577149019487
520,1.7454442847133447
521,0.15810460876039412
522,0.07244011746847043
523,0.052932621596287054
524,0.4351039380578398
525,1.2857678634749525
526,1.1906959062278324
527,1.900861414377515
528,0.07641937972940156
529,1.1196189191367487
530,2.3474787062735993
531,0.19440231895346582
532,0.5056140120850544
533,2.4297996526104253
534,2.3561363868096623
535,0.6177159733307628
536,3.266366273354295
537,1.29541828587751
538,0.4352999434699119
539,0.7304268506866121
540,2.1729799297977346
541,1.50458321953993
542,0.7305550819561023
543,0.8384908534409207
544,0.19275888702972271
545,0.3260629914484833
546,1.6438668681460697
547,0.5204112563155716
548,0.6389676158166495
549,0.10447584177340255
550,2.1360685585288963
551,0.7212803500316841
552,2.006037574209026
553,0.9530570262669382
554,0.20339015681867684
555,1.921430004214329
556,1.6731883032865371
557,2.4554918007548547
558,1.9493889079456805
559,0.7842980194298086
560,0.6324075567361939
561,0.08139535402491799
562,0.0052397078457615195
563,1.6938477132804497
564,0.8909584503002805
565,1.1343187878982013
566,0.0758923144483808
567,0.16410069062518973
568,0.10271311294674942
569,0.6728751517870505
570,2.391662853737599
571,1.2311281195390376
572,1.9853609962808676
573,0.345749642142237
574,0.11505737221312833
575,0.8191190097319213
576,1.2426176432268305
577,0.02675922212520858
578,2.8946133018493145
579,0.5937357263276422
580,1.6917168293327318
581,0.15113483577747938
582,0.848970802148897
583,0.0015047919678611923
584,1.6701033184805945
585,1.4775925190133605
586,0.5662472434895875
587,0.35663063193273836
588,1.84566486996006
589,0.3125054819182947
590,0.015456579342848109
591,0.8548814947623964
592,0.08148644176839609
593,0.9589922043185743
594,0.33920148504701153
595,0.09054923739342176
596,0.7722354708970216
597,0.25138124732080896
598,0.477574954895911
599,0.1669212901270346
600,1.3475865447689364
601,0.500017227067173
602,1.277098650680464
603,1.5276536009839383
604,0.19727387332708862
605,1.0551493784580532
606,0.13015860134626883
607,2.3768510659527045
608,2.0253975079480617
609,0.06419491485565804
610,0.49547494948285253
611,0.012001714028635327
612,0.8679805184237036
613,0.7003571782221021
614,1.2106179917956263
615,0.5666075466661464
616,2.1536990793003605
617,0.7423053410076661
618,0.07174650419451542
619,0.025015317060471803
620,0.48952013110125814
621,1.9089904294413758
622,0.22429479988857473
623,0.31133594242011775
624,0.13191632139494844
625,0.36617103323837336
626,0.6398086063146521
627,2.0684711586696958
628,1.7521587386034534
629,0.7638969744954729
630,0.2859054141700308
631,0.8879677023093848
632,0.05148108718041869
633,0.06862114100204195
634,1.1299801447775912
635,0.13891017143888063
636,0.2691986782366147
637,0.31213942515400794
638,0.6501210375591253
639,0.36586575314836034
640,2.4440892703035675
641,4.589863966622299
642,2.8984286766899885
643,0.2285343702364677
644,0.9133248789067003
645,1.800892147486916
646,0.810162384054088
647,0.13809387997867562
648,0.8899499961367863
649,1.5333597747943593
650,0.3373706166696415
651,0.200589219678522
652,0.5901103740945808
653,1.0711486351384172
654,0.8549739841579375
655,0.7534707320659381
656,0.18614535948109373
657,1.0344757656979124
658,0.7084931957001985
659,1.011358957979406
660,0.02069180218948881
661,0.7866663184855025
662,1.3244137938702814
663,0.3000527916114045
664,0.22603793154845475
665,1.0239910577570739
666,0.04724987479783645
667,0.5705357407260332
668,0.05784361986313505
669,2.0666918332082083
670,0.4215992782208293
671,0.12260751229075072
672,0.2903308211099228
673,2.8189763112975466
674,0.5071125088260099
675,0.6803233286523936
676,2.2325448335784905
677,0.20166065545849576
678,0.4051297723954065
679,1.2818172658377902
680,0.6110332417139417
681,0.9476630986473381
682,1.0903564743772298
683,1.0987475106619775
684,0.5084949331308402
685,0.6546030520032874
686,0.9783125262459811
687,0.48243348953122656
688,0.15123934623299898
689,0.6757333186169703
690,0.1982001060321731
691,1.1275624214345732
692,2.444859908494553
693,0.04911558986433637
694,0.6025263952427897
695,1.2308601939805526
696,0.10609953174272374
697,1.355141319679671
698,0.3499924569519892
699,0.8970129984894211
700,2.206578753894768
701,0.4002901346558406
702,2.0559422456850123
703,0.09848230553129672
704,0.8336813123884558
705,0.4109700643019637
706,0.247823878525071
707,0.6200088050428032
708,2.8801113329891552
709,2.466160579972248
710,0.04933601098008551
711,0.16429206405117264
712,0.7785727648321575
713,2.638912968793846
714,4.588634310806597
715,1.7135396856077514
716,0.3438934910888818
717,0.5462351996170678
718,0.09149577400174377
719,0.6756951661219215
720,0.8139228158252247
721,1.9664155325807011
722,1.228924682428505
723,0.21531385703676229
724,0.1342753779168264
725,2.221420888937452
726,0.2672823640360726
727,1.4302010048129528
728,0.02504057657935125
729,0.37318651066543007
730,0.7262406822107133
731,0.5087696666671362
732,1.2140611000226873
733,1.5690572737936082
734,1.3225654213235867
735,3.7348910230992316
736,1.1855143699127748
737,1.1321268180573378
738,0.41555143289444285
739,0.29616823096208605
740,2.2321993515585508
741,1.3132258731959776
742,1.187758925550066
743,0.764736764728498
744,5.763425229886352
745,0.6287192587465263
746,0.2290020308312578
747,0.9097644609889624
748,0.9302017065808521
749,0.6396150135033787
750,0.850021279021538
751,0.6345547533981697
752,0.7119524189800632
753,0.10260662696241368
754,0.07558423939929887
755,0.10862028018114397
756,2.9954054891695874
757,0.43775129868193113
758,0.5745274900120483
759,0.7245078972715122
760,0.19235460748781252
761,1.1363925598753348
762,2.6025924363804114
763,0.7175038373651713
764,0.6494258698776003
765,0.43402077644096454
766,0.5035485246977562
767,1.6959797924466722
768,0.5558093330990597
769,2.4345577067577757
770,1.8809044752463
771,0.4200438494580875
772,0.5834419981206841
773,2.4675367335207126
774,1.3830616870475794
775,1.752897425142328
776,0.1432265443373037
777,0.15419327078240405
778,2.2765243318206303
779,0.35603925645905554
780,1.066481635881919
781,0.18282548484070357
782,0.7207355961046796
783,0.4647793531913228
784,1.1479646231681968
785,2.075540545542656
786,0.03409131088579953
787,0.6763226211516842
788,2.4615113715092063
789,1.4480833274835079
790,0.26442498275154724
791,0.5867448907524213
792,0.9124345005863501
793,0.17421313805072353
794,1.0381551482406497
795,1.9588692237120682
796,4.60024872594243
797,0.5195158479462344
798,0.6843709821246291
799,0.13171743812176898
800,0.840155910833076
801,0.21469490857575455
802,0.4140958198789011
803,0.47222706858741237
804,1.8591626105062558
805,1.5025707718438412
806,1.8138391477590377
807,0.3284982450963396
808,0.7049000297241012
809,1.3401765608684866
810,0.6523639663586944
811,0.3818477909715856
812,0.9332714398788918
813,0.1962044268335525
814,0.4185490713595262
815,0.6784162004374824
816,0.11113826553972574
817,0.29128331044144384
818,0.07770699811585213
819,1.1264429113090257
820,1.9016577682164697
821,1.2517205516798715
822,0.013415559905210346
823,1.5064977129421453
824,0.2655431669835357
825,2.663955096909314
826,1.3168943371637647
827,0.45204087373817653
828,0.09045499709522159
829,0.1632081308078867
830,0.5686473371321638
831,2.227974001773852
832,1.5964242940809041
833,0.09057126997342375
834,0.5788380041184169
835,2.8016226999090548
836,2.2339550850904057
837,0.08193878571011036
838,0.048267161111294685
839,0.4832462118430491
840,0.21586325269785686
841,0.25903927901881796
842,1.5693742852055748
843,0.2868108016378609
844,3.336449727440614
845,1.9721597132687634
846,0.1810806304803183
847,0.06195627148914378
848,1.3405656894969942
849,0.14994723467012788
850,0.6489183098902638
851,2.4051287900314793
852,0.5546683038173857
853,0.6005093170511204
854,1.7927596881313983
855,0.5607852320748608
856,0.35485430312959143
857,3.108222889065766
858,0.3390022610980874
859,2.19847829086865
860,0.05385784468036456
861,0.039857596897508694
862,3.168431736493427
863,6.466256817041734
864,2.908156589909699
865,0.011105399136863314
866,0.22853142832456408
867,2.687881436772521
868,1.9880126142471553
869,1.3750039782610881
870,0.10944080749922237
871,1.2203045418891052
872,4.364366300105247
873,1.444093086574864
874,1.1243077600101865
875,0.9864825025930524
876,0.24203871258126905
877,0.4123904551771088
878,0.6499312208652229
879,0.8799952535743562
880,0.19820207017636196
881,1.6382603719353128
882,0.1380018087739423
883,0.9629615929539365
884,0.5609618182437758
885,0.07945325715943866
886,1.2438508220318678
887,0.26914654814159134
888,0.3535435431691185
889,0.5155945302003337
890,1.0016665172107966
891,0.4943493638147921
892,0.7843022022191305
893,0.9941515721370912
894,0.8080253208463696
895,1.2486897693852788
896,0.34606842947708993
897,0.16914249563936273
898,1.7628669149165224
899,2.7365247697560355
900,0.7654862994957893
901,0.8330731447855421
902,0.021303653650156948
903,0.8342085956309054
904,1.7828302581213251
905,0.7232481835550777
906,1.3759941057010323
907,1.7448150444834407
908,1.2516252076974215
909,0.006338983431359281
910,1.6075890831763728
911,0.5467819212992171
912,0.24491215154981394
913,0.24849447670905245
914,2.693597853490499
915,0.3871659228378184
916,0.5647948383907468
917,1.1480138429620874
918,1.09536393879846
919,0.4669359579175669
920,0.09419386726907036
921,0.7200727124772203
922,0.17917257807784281
923,0.669173154509073
924,0.11692621519137578
925,0.4568566564265565
926,0.7899180686932177
927,1.7563743298108512
928,4.078318334762365
929,0.43137006327577954
930,0.5129378383644716
931,2.4710080452357004
932,2.078492993128275
933,0.3603875157741634
934,1.0319997144522088
935,0.8248084053947039
936,0.15702743526228463
937,0.06347816692896446
938,1.6444790937460627
939,0.6426267795468473
940,1.8586691207186026
941,2.9039633238535933
942,2.2722808601783995
943,1.4502200448902598
944,0.858331568960592
945,0.6814298518248006
946,3.5099628282861772
947,0.20132082182457758
948,0.058071779764623126
949,0.5828202198781912
950,3.1081659251900304
951,2.1145094461468004
952,0.00473258819060185
953,0.36156982042659164
954,0.3782045171334805
955,0.19679637825696283
956,0.7428694856691826
957,0.5532939554633495
958,0.14449365219442403
959,0.14082527803821193
960,0.45220597039085364
961,0.05337252696870646
962,0.11037950468047135
963,0.7479235707312479
964,3.825086376560356
965,1.6542813977088362
966,0.0933336406150031
967,0.4245389436967496
968,0.14092845828768974
969,0.1277138084996598
970,0.4186256933294035
971,1.0622268417531928
972,0.42156811815037515
973,0.6478253833262084
974,1.2383817567286275
975,0.4672652941362655
976,0.10310774898807383
977,0.9515954172951242
978,0.3487276714060546
979,0.4797858276643642
980,1.4387716529579306
981,2.7275625012653544
982,0.6154527101290013
983,0.04597789021069132
984,0.3423237053550811
985,0.0458598255810761
986,0.017257877626242098
987,0.11692705634555056
988,0.41463993259557275
989,1.7334878975350057
990,0.13038024146171048
991,1.5447430430321598
992,0.04052147651072773
993,0.17422035419415333
994,0.11835185664622141
995,0.6290546932483398
996,0.27105210185656703
997,0.5040036076975992
998,0.3891976609818207
999,1.1493368007451774
1000,0.20412520187066585
1001,0.5632230719564459
1002,1.5725271544456896
1003,1.608227511534384
1004,0.007188608291098332
1005,0.5270600985377321
1006,1.4631891480595547
1007,1.189995943544708
1008,0.005890422955715582
1009,0.6649571348514548
1010,2.2758856116139246
1011,1.3406764244449714
1012,1.3112017836528502
1013,0.23255452775866442
1014,2.891797948349229
1015,0.9232961495024542
1016,2.1282515505005204
1017,0.8331637653019806
1018,0.2995407572822256
1019,0.19944819600485506
1020,0.3524704946195971
1021,11.992453675286525
1022,1.0982160648156862
1023,0.8502213221819597
1024,1.6672949099232828
1025,1.0628484336975916
1026,0.28441318098818874
1027,1.2428728206275117
1028,0.2788826155605043
1029,0.23223835073055912
1030,0.4447675479354425
1031,2.3911737836129148
1032,0.30329324492303
1033,1.5554196472706967
1034,2.439217840896588
1035,0.4089780921950379
1036,0.6998545080127203
1037,2.092940363312435
1038,0.39793793785306375
1039,0.12051622933779617
1040,0.9099674752346154
1041,0.21055787476560928
1042,0.6967653902321345
1043,0.7152370559779365
1044,0.735978160056261
1045,0.12999161109561574
1046,0.09401855819194722
1047,0.38875388581926174
1048,0.09284512904421714
1049,0.18305817825627257
1050,0.011133519074851467
1051,1.3618426533873524
1052,0.20882320367127266
1053,0.22653977284951515
1054,0.15805752592403977
1055,0.8490565822582418
1056,0.26691191695821037
1057,0.17540499344053162
1058,0.936983887350129
1059,0.6905094982431279
1060,2.96785693851911
1061,1.0691194356498628
1062,1.6883608883561045
1063,0.41705035146586994
1064,0.5416590928349555
1065,0.6673906622132584
1066,1.7484363848339826
1067,1.1905766904740012
1068,0.9181838607454289
1069,0.5803445805172939
1070,3.753477425489625
1071,1.7598905052463958
1072,1.230322061134093
1073,0.7385836764267749
1074,0.021471736523793788
1075,0.13717601399953405
1076,0.5136288235914183
1077,1.0399759944804172
1078,1.3452475344219237
1079,0.062119419085093025
1080,0.38533067618213135
1081,0.1644173435695289
1082,0.6203132765793509
1083,0.3240496896177024
1084,0.11402762830295046
1085,2.093406852699489
1086,1.4994785705420932
1087,0.09980902068231719
1088,0.4187103446676927
1089,0.367596039252694
1090,1.5730001581364108
1091,0.49118080668476916
1092,1.2584525059949676
1093,0.8970884712737025
1094,1.85463233287674
1095,0.26294701666718784
1096,2.1826318649832404
1097,1.8966222936484873
1098,0.37843991543793315
1099,1.7869190260335566
1100,2.0209865447189426
1101,1.4946745486433566
1102,1.389188701821902
1103,0.20363263657112785
1104,0.13947446294270127
1105,0.4932739707415842
1106,1.1723714559246141
1107,0.7161728597516417
1108,0.14197290163647414
1109,0.7962980611480195
1110,0.10744333883645904
1111,2.3682533687162803
1112,2.6869792767934535
1113,0.920780445186309
1114,1.7885006219661057
1115,0.02186045667080365
1116,4.167654013309303
1117,0.6632771207772776
1118,0.3125314438262351
1119,1.3563513997745662
1120,0.08277087927427212
1121,0.8708308651410749
1122,1.8662849493109979
1123,3.718035786769594
1124,0.007102718621058653
1125,1.5811863811154108
1126,1.1240826883463306
1127,0.5604879446249946
1128,0.4300456754387396
1129,3.028793419418243
1130,0.15615935759911898
1131,0.03844052405247672
1132,0.5989074355201334
1133,0.22715025178594284
1134,0.28592106270587847
1135,1.7243607755675707
1136,0.8984630343693621
1137,0.15582803887336216
1138,0.6980778565221423
1139,0.24574574667084853
1140,0.15483353316805326
1141,2.3628259103534637
1142,0.7464736164521543
1143,1.3660340476205786
1144,0.23611222749963934
1145,0.41943356543839
1146,4.584388102813625
1147,1.1676586986316397
1148,0.15152245614888704
1149,3.400247217849973
1150,0.34360249782973934
1151,0.1883144113787958
1152,1.5673111958769437
1153,0.2227914773435588
1154,0.3782131568618401
1155,1.0429765935937885
1156,0.5971315639936797
1157,0.16374018161484893
1158,0.5498738690505979
1159,0.13076846438591097
1160,0.8230497616189059
1161,0.1444056728549805
1162,0.47659239378400275
1163,0.45266201100651776
1164,1.6861960676656536
1165,1.0216468407870194
1166,0.6347647546460045
1167,0.11048713058556896
1168,0.8323062314512705
1169,2.079102866875235
1170,1.9235387328032683
1171,0.32439188078860215
1172,2.2922289587928506
1173,3.998697434043513
1174,0.4117584321613838
1175,1.7391305922519584
1176,0.2996101838436063
1177,0.9530852342282607
1178,0.28214160196803056
1179,3.226584379631593
1180,0.5143492725492862
1181,0.46414262351403335
1182,0.33181298453219527
1183,0.8645938455708349
1184,0.37911598713069794
1185,0.11115136148668817
1186,0.7478257873389177
1187,0.6722610889011587
1188,0.7592725732109671
1189,0.2696099749352111
1190,0.44562739524429357
1191,0.5451013161778522
1192,2.959009007481737
1193,1.1150827303043844
1194,0.05071691505251161
1195,1.647806717401064
1196,0.5426751015538662
1197,0.07319116426346699
1198,0.02744473675448078
1199,0.9832304954489951
1200,0.0001900971698156756
1201,0.030674760355863723
1202,1.5685768091686323
1203,0.2966100954661378
1204,2.3197925645112663
1205,0.9733050054389962
1206,0.3003671485990617
1207,2.7651945392377124
1208,0.199825092988927
1209,1.259489039984887
1210,0.8098169562944659
1211,0.6573015930141797
1212,1.94145360202047
1213,0.2207380815332304
1214,0.9015829546593572
1215,0.035027681121222426
1216,1.0341574658904351
1217,3.2896832826622693
1218,1.670448496665128
1219,0.1753908144967215
1220,2.4011963907812226
1221,0.5465332848610411
1222,0.2939771285231986
1223,0.6759421738094823
1224,0.07132148700429126
1225,0.9485823923963932
1226,1.7791048280099107
1227,0.2086963093310322
1228,0.012121972737542175
1229,0.4582735324004893
1230,1.3616815649079184
1231,0.34395398901998325
1232,0.6636089242331876
1233,1.817512453284803
1234,1.3126367618619696
1235,0.7461111376720688
1236,2.0498648944164337
1237,1.2942806287377289
1238,0.10236490650287827
1239,0.3337936140367734
1240,0.09190392825075629
1241,0.6687593107341927
1242,0.1544977173259877
1243,0.08194412201094922
1244,0.8494538379855704
1245,1.131458793753419
1246,1.0576262435762955
1247,1.0222196630105538
1248,0.1246176203470826
1249,0.11976902419520982
1250,0.025450457304807703
1251,0.11281796720312451
1252,0.18251551819513068
1253,1.416520861018578
1254,0.5688273589488566
1255,1.55020416049593
1256,5.3495406111288935
1257,0.8542427929186833
1258,0.43502086221759484
1259,0.036758564881106855
1260,1.2776902998833994
1261,0.14303022916067998
1262,1.3086867527943036
1263,4.856698771649257
